case_id,activity,timestamp,transition,duration_days
case_0021,B,2025-03-03 22:29:57,A→B,3.37143067182435
case_0021,C,2025-03-06 04:55:04,B→C,2.2674370352195083
case_0021,D,2025-03-06 11:46:55,C→D,0.2860062507611927
case_0022,A,2025-02-02 13:07:19,start,0.0
case_0022,B,2025-02-04 16:33:20,A→B,2.143064651646244
case_0022,C,2025-02-07 09:03:22,B→C,2.687517208827884
case_0022,D,2025-02-12 07:33:29,C→D,4.937581957044339
case_0023,A,2025-01-07 23:11:27,start,0.0
case_0023,B,2025-01-09 22:58:43,A→B,1.9911625767656784
case_0023,D,2025-01-25 05:48:44,B→D,15.284732511810557
case_0024,A,2025-02-16 11:14:06,start,0.0
case_0024,B,2025-02-16 21:31:49,A→B,0.42896274433190185
case_0024,C,2025-02-17 21:18:07,B→C,0.9904907422970365
case_0024,B,2025-02-19 20:28:46,C→B,1.9657298249086268
case_0025,A,2025-02-02 00:02:00,start,0.0
case_0025,B,2025-02-03 02:16:51,A→B,1.09365446751863
case_0025,C,2025-02-04 04:46:45,B→C,1.1040963651832012
case_0025,D,2025-02-11 12:21:50,C→D,7.3160218220270545
case_0026,A,2025-02-21 10:30:48,start,0.0
case_0026,B,2025-02-22 07:11:36,A→B,0.8616676005428585
case_0026,A,2025-02-23 11:17:26,B→A,1.170712323452969
case_0026,C,2025-02-28 15:12:53,A→C,5.163504279088492
case_0026,D,2025-03-13 09:57:11,C→D,12.780763691451353
case_0027,A,2025-01-29 10:36:44,start,0.0
case_0027,C,2025-02-05 06:47:43,A→C,6.840961677380378
case_0027,D,2025-02-05 14:12:44,C→D,0.3090426103851103
case_0028,A,2025-02-12 16:34:31,start,0.0
case_0028,B,2025-02-17 15:34:22,A→B,4.958233749584456
case_0028,D,2025-03-12 04:06:26,B→D,22.522267493214343
case_0029,A,2025-02-24 12:01:44,start,0.0
case_0029,B,2025-03-01 19:07:29,A→B,5.295659470401151
case_0029,C,2025-03-03 08:40:43,B→C,1.5647396191338379
case_0029,D,2025-03-04 01:15:36,C→D,0.6908874798651423
case_0030,A,2025-01-05 14:58:43,start,0.0
case_0030,B,2025-01-05 15:39:03,A→B,0.028012950160377133
case_0030,C,2025-01-05 16:36:06,B→C,0.039611722074576444
case_0030,D,2025-01-08 03:53:22,C→D,2.470321153625199
case_0031,A,2025-02-16 22:49:20,start,0.0
case_0031,C,2025-02-21 14:56:59,A→C,4.67197768964072
case_0031,B,2025-02-25 18:04:50,C→B,4.130451693582225
case_0031,A,2025-02-28 10:10:02,B→A,2.670283468415116
case_0031,C,2025-03-06 02:24:26,A→C,5.676664540114938
case_0031,B,2025-03-06 11:17:10,C→B,0.3699497269487466
case_0031,A,2025-03-08 12:30:31,B→A,2.050939449654898
case_0031,B,2025-03-09 18:05:28,A→B,1.2326126050497734
case_0031,C,2025-03-11 00:52:16,B→C,1.282494026670701
case_0031,D,2025-03-15 01:19:19,C→D,4.018790406069254
case_0032,A,2025-01-23 19:06:23,start,0.0
case_0032,B,2025-01-24 10:29:55,A→B,0.6413471564005893
case_0032,D,2025-02-01 04:02:02,B→D,7.7306310655414885
case_0033,A,2025-01-14 01:55:43,start,0.0
case_0033,B,2025-01-15 09:52:00,A→B,1.330760132649908
case_0033,A,2025-01-17 17:40:32,B→A,2.325364137238128
case_0033,C,2025-01-27 11:07:43,A→C,9.727212148055017
case_0033,B,2025-02-04 10:08:16,C→B,7.958718479539279
case_0033,C,2025-02-06 09:50:59,B→C,1.9879912841747789
case_0033,D,2025-02-08 19:59:22,C→D,2.422495143104772
case_0034,A,2025-01-01 08:51:51,start,0.0
case_0034,B,2025-01-03 18:14:52,A→B,2.3909807983620457
case_0034,C,2025-01-11 03:52:19,B→C,7.401008811927101
case_0034,D,2025-01-27 14:43:54,C→D,16.452495373841874
case_0035,A,2025-01-05 11:24:21,start,0.0
case_0035,B,2025-01-06 17:40:54,A→B,1.2614869831648912
case_0035,A,2025-01-09 07:23:03,B→A,2.5709404032231813
case_0035,B,2025-01-10 08:13:47,A→B,1.0352377607289318
case_0035,C,2025-01-15 06:20:44,B→C,4.921482119072567
case_0035,B,2025-01-23 00:18:02,C→B,7.7481310236045235
case_0035,C,2025-01-27 05:04:32,B→C,4.198961852447965
case_0035,B,2025-01-27 20:25:27,C→B,0.63951830023775
case_0035,A,2025-01-30 12:51:36,B→A,2.684824573206896
case_0035,C,2025-02-04 01:17:38,A→C,4.518086626107454
case_0035,B,2025-02-05 23:31:02,C→B,1.9259651997684202
case_0035,A,2025-02-07 18:29:38,B→A,1.7907036115209145
case_0035,B,2025-02-08 17:24:51,A→B,0.9550010784439991
case_0035,C,2025-02-09 05:28:25,B→C,0.5024802043088101
case_0035,B,2025-02-10 20:18:40,C→B,1.6182263984349987
case_0035,C,2025-02-11 21:10:41,B→C,1.036129793897345
case_0035,D,2025-02-11 23:54:29,C→D,0.11374861471664843
case_0036,A,2025-02-20 06:51:26,start,0.0
case_0036,B,2025-02-21 14:03:57,A→B,1.3003563742286097
case_0036,D,2025-02-26 06:09:21,B→D,4.670420402614692
case_0037,A,2025-02-17 14:19:43,start,0.0
case_0037,B,2025-02-20 09:59:44,A→B,2.819457462911606
case_0037,A,2025-02-23 03:48:48,B→A,2.7424151489768214
case_0038,A,2025-01-18 09:35:47,start,0.0
case_0038,B,2025-01-18 11:48:10,A→B,0.09192856165349725
case_0038,D,2025-01-21 12:18:09,B→D,3.02082416841637
case_0039,A,2025-03-01 22:13:59,start,0.0
case_0039,B,2025-03-03 01:49:22,A→B,1.1495734212869724
case_0039,C,2025-03-03 23:39:14,B→C,0.909626807799172
case_0039,D,2025-03-28 20:45:35,C→D,24.879407679094854
case_0040,A,2025-02-05 04:48:11,start,0.0
case_0040,B,2025-02-06 15:04:04,A→B,1.4277031879465616
case_0040,D,2025-02-11 14:29:14,B→D,4.975807673756716
case_0041,A,2025-02-13 19:36:59,start,0.0
case_0041,C,2025-02-17 09:19:49,A→C,3.5714130412272933
case_0041,D,2025-02-19 15:13:01,C→D,2.2452851285822923
case_0042,A,2025-02-05 17:03:36,start,0.0
case_0042,B,2025-02-08 17:40:50,A→B,3.0258553775640875
case_0042,A,2025-02-11 06:15:48,B→A,2.5242781722458343
case_0042,B,2025-02-12 22:46:12,A→B,1.6877761939461928
case_0042,D,2025-02-14 23:50:33,B→D,2.0446911788346203
case_0043,A,2025-02-20 14:40:55,start,0.0
case_0043,B,2025-02-24 12:39:31,A→B,3.915686818237501
case_0043,C,2025-02-27 01:40:32,B→C,2.5423786709503036
case_0043,B,2025-03-02 05:28:39,C→B,3.1584097668800037
case_0043,C,2025-03-07 05:20:36,B→C,4.994416027298616
case_0043,D,2025-03-26 08:05:17,C→D,19.114360308421904
case_0044,A,2025-02-05 05:52:39,start,0.0
case_0044,B,2025-02-06 08:48:19,A→B,1.121991314715582
case_0044,A,2025-02-07 16:52:59,B→A,1.3365759900686993
case_0044,B,2025-02-07 19:09:20,A→B,0.09468592295066047
case_0044,C,2025-02-11 09:05:43,B→C,3.5808179394533592
case_0044,D,2025-02-16 12:49:59,C→D,5.155745333616418
case_0045,A,2025-01-27 23:05:34,start,0.0
case_0045,B,2025-01-30 02:20:29,A→B,2.1353538088749238
case_0045,A,2025-01-31 09:19:03,B→A,1.2906732488487656
case_0045,B,2025-01-31 18:46:49,A→B,0.39427881988566593
case_0045,D,2025-02-04 15:04:05,B→D,3.845327707499985
case_0046,A,2025-02-18 16:34:58,start,0.0
case_0046,B,2025-02-26 16:16:24,A→B,7.9871086384957515
case_0046,C,2025-03-01 15:35:24,B→C,2.9715244053093937
case_0046,D,2025-03-25 10:44:01,C→D,23.797651118300827
case_0047,A,2025-02-06 12:45:23,start,0.0
case_0047,B,2025-02-07 20:57:37,A→B,1.3418264656544172
case_0047,A,2025-02-10 08:57:31,B→A,2.499930150440613
case_0047,C,2025-02-18 05:35:48,A→C,7.859922298919774
case_0047,D,2025-02-18 21:07:18,C→D,0.6468698703090539
case_0048,A,2025-02-27 20:26:06,start,0.0
case_0048,B,2025-03-02 04:26:39,A→B,2.333716576658013
case_0048,D,2025-03-13 17:15:24,B→D,11.533854569965278
case_0049,A,2025-02-25 08:33:50,start,0.0
case_0049,C,2025-03-01 21:49:33,A→C,4.552580181028091
case_0050,A,2025-01-04 18:53:51,start,0.0
case_0050,B,2025-01-08 01:46:25,A→B,3.2864981931381783
case_0050,C,2025-01-11 14:02:32,B→C,3.5111963215588293
case_0050,D,2025-01-16 16:23:31,C→D,5.097910327378625
case_0051,A,2025-02-24 11:40:40,start,0.0
case_0051,B,2025-02-28 07:15:11,A→B,3.8156377746375267
case_0051,C,2025-03-01 14:18:21,B→C,1.293870551685639
case_0051,D,2025-03-01 18:06:54,C→D,0.1587125617407077
case_0052,A,2025-02-25 17:14:58,start,0.0
case_0052,C,2025-03-02 06:37:46,A→C,4.557508137811513
case_0053,A,2025-01-22 22:26:10,start,0.0
case_0053,B,2025-01-23 12:42:34,A→B,0.5947301714286742
case_0053,C,2025-01-26 13:58:44,B→C,3.0528950631533203
case_0053,D,2025-02-03 18:54:33,C→D,8.205421356919661
case_0054,A,2025-02-25 06:38:01,start,0.0
case_0054,B,2025-02-28 00:33:58,A→B,2.7471839795130983
case_0054,C,2025-03-02 05:33:50,B→C,2.208235670585037
case_0054,D,2025-03-05 21:35:50,C→D,3.66805671679582
case_0055,A,2025-02-26 23:35:31,start,0.0
case_0055,B,2025-02-27 19:55:50,A→B,0.8474401570705815
case_0055,C,2025-02-27 22:59:29,B→C,0.12753911042667976
case_0055,B,2025-03-01 13:36:17,C→B,1.6088938515322206
case_0055,C,2025-03-03 19:24:13,B→C,2.2416175733386865
case_0055,B,2025-03-05 02:17:05,C→B,1.2867153741918127
case_0055,D,2025-03-13 01:50:31,B→D,7.981551479400009
case_0056,A,2025-02-13 03:49:28,start,0.0
case_0056,B,2025-02-14 13:26:20,A→B,1.4006019678617712
case_0056,C,2025-02-14 19:12:50,B→C,0.24062291242042044
case_0056,B,2025-02-19 08:46:09,C→B,4.564797693770424
case_0056,C,2025-02-23 21:56:36,B→C,4.548927758716709
case_0056,B,2025-02-25 20:56:09,C→B,1.958020629806553
case_0056,D,2025-02-27 16:03:12,B→D,1.7965573023976624
case_0057,A,2025-02-21 19:14:44,start,0.0
case_0057,B,2025-02-22 19:12:53,A→B,0.9987161715250173
case_0057,C,2025-02-27 08:33:04,B→C,4.555682900215829
case_0057,D,2025-02-28 20:12:13,C→D,1.4855148326360634
case_0058,A,2025-02-23 15:24:04,start,0.0
case_0058,C,2025-02-27 03:38:00,A→C,3.5096781243775896
case_0058,D,2025-03-07 23:16:44,C→D,8.818570864624993
case_0059,A,2025-02-26 07:36:36,start,0.0
case_0059,B,2025-02-26 19:14:41,A→B,0.4847774174400566
case_0059,D,2025-03-04 12:01:41,B→D,5.699305767578043
case_0060,A,2025-01-17 08:30:06,start,0.0
case_0060,B,2025-01-19 19:16:34,A→B,2.448943910862513
case_0060,D,2025-01-31 05:25:56,B→D,11.423166943758883
case_0061,A,2025-02-12 11:20:40,start,0.0
case_0061,C,2025-02-18 14:19:28,A→C,6.124170532718357
case_0061,D,2025-02-26 14:02:24,C→D,7.988147700992633
case_0062,A,2025-01-02 06:31:02,start,0.0
case_0062,B,2025-01-02 08:30:23,A→B,0.08288331957807836
case_0062,C,2025-01-02 17:22:15,B→C,0.3693523627470546
case_0062,B,2025-01-03 01:35:27,C→B,0.3424960619982434
case_0062,C,2025-01-06 18:36:05,B→C,3.7087722569131487
case_0062,D,2025-01-31 14:06:57,C→D,24.813105525347304
case_0063,A,2025-02-24 03:13:08,start,0.0
case_0063,C,2025-03-03 21:31:54,A→C,7.763031896156674
case_0064,A,2025-01-09 13:10:25,start,0.0
case_0064,C,2025-01-13 05:31:05,A→C,3.681022133416427
case_0064,D,2025-01-17 05:15:29,C→D,3.9891689249860383
case_0065,A,2025-01-12 01:39:41,start,0.0
case_0065,C,2025-01-14 14:45:52,A→C,2.5459684947599706
case_0065,B,2025-01-15 13:04:48,C→B,0.929806072540341
case_0065,C,2025-01-20 09:55:01,B→C,4.868209085480135
case_0065,B,2025-01-21 01:03:36,C→B,0.6309576560329333
case_0065,D,2025-01-21 04:02:50,B→D,0.12446741989764476
case_0066,A,2025-02-06 13:52:10,start,0.0
case_0066,B,2025-02-10 05:36:15,A→B,3.655610732608437
case_0066,A,2025-02-12 14:56:39,B→A,2.3891617493245705
case_0066,B,2025-02-15 12:55:42,A→B,2.916005790213937
case_0066,A,2025-02-17 17:39:36,B→A,2.1971516691743975
case_0066,B,2025-02-22 23:40:16,A→B,5.250467776301662
case_0066,C,2025-02-25 04:56:04,B→C,2.2193034280079615
case_0066,B,2025-03-06 09:54:21,C→B,9.207145840768916
case_0066,A,2025-03-08 13:35:51,B→A,2.153818486846415
case_0066,B,2025-03-10 10:10:06,A→B,1.8571182032998088
case_0066,A,2025-03-12 12:54:52,B→A,2.114415709363101
case_0066,B,2025-03-14 06:15:11,A→B,1.7224444335957685
case_0066,C,2025-03-17 04:57:40,B→C,2.946170728432378
case_0066,B,2025-03-21 17:36:15,C→B,4.526797710224223
case_0066,C,2025-03-29 07:14:05,B→C,7.567942346879583
case_0066,B,2025-03-30 10:53:24,C→B,1.1522999663545832
case_0067,A,2025-02-06 06:20:28,start,0.0
case_0067,B,2025-02-08 04:04:34,A→B,1.9056256370838358
case_0067,D,2025-02-26 19:09:35,B→D,18.628480515389697
case_0068,A,2025-02-09 02:58:27,start,0.0
case_0068,C,2025-02-13 20:46:21,A→C,4.741601134588771
case_0068,D,2025-02-15 22:54:15,C→D,2.0888181489732425
case_0069,A,2025-02-26 13:44:17,start,0.0
case_0069,B,2025-02-28 20:53:32,A→B,2.2980867249894485
case_0069,D,2025-03-02 08:56:56,B→D,1.5023597607839339
case_0070,A,2025-02-17 10:23:47,start,0.0
case_0070,B,2025-02-19 00:11:35,A→B,1.5748635790344672
case_0070,A,2025-02-21 17:24:31,B→A,2.7173117582154367
case_0070,C,2025-03-07 02:57:54,A→C,13.398190173447187
case_0070,D,2025-03-15 18:02:52,C→D,8.628443497301134
case_0071,A,2025-02-10 21:14:11,start,0.0
case_0071,B,2025-02-11 07:39:02,A→B,0.4339292941963805
case_0071,C,2025-02-17 06:23:46,B→C,5.947724751814647
case_0071,D,2025-02-17 15:02:58,C→D,0.3605533488029087
case_0072,A,2025-01-30 15:49:56,start,0.0
case_0072,C,2025-02-04 00:35:33,A→C,4.3650079248365605
case_0072,D,2025-02-09 04:01:52,C→D,5.143271700809824
case_0073,A,2025-01-01 23:11:23,start,0.0
case_0073,B,2025-01-02 10:53:20,A→B,0.48747252340985286
case_0073,A,2025-01-05 08:39:24,B→A,2.906991665716134
case_0073,B,2025-01-05 18:09:55,A→B,0.3961917989946828
case_0073,C,2025-01-07 17:06:17,B→C,1.9558037295130268
case_0073,D,2025-01-10 04:10:23,C→D,2.4611826775170975
case_0074,A,2025-02-15 07:30:40,start,0.0
case_0074,B,2025-02-15 09:52:21,A→B,0.09838932295257767
case_0074,D,2025-03-02 19:53:14,B→D,15.417288694024426
case_0075,A,2025-01-10 11:45:31,start,0.0
case_0075,C,2025-01-15 11:37:13,A→C,4.994229046151243
case_0076,A,2025-02-03 00:17:46,start,0.0
case_0076,B,2025-02-07 15:48:24,A→B,4.646270857934522
case_0076,C,2025-02-10 16:40:38,B→C,3.036277812394366
case_0076,D,2025-02-15 02:39:17,C→D,4.415724500335925
case_0077,A,2025-02-17 22:19:01,start,0.0
case_0077,B,2025-02-19 08:23:50,A→B,1.420014201980377
case_0077,C,2025-02-23 11:42:06,B→C,4.1376751700824315
case_0077,D,2025-02-25 16:30:30,C→D,2.2002875199572847
case_0078,A,2025-02-19 00:59:06,start,0.0
case_0078,B,2025-02-19 05:12:46,A→B,0.17614988231931586
case_0078,D,2025-02-20 12:51:53,B→D,1.3188389278455537
case_0079,A,2025-02-04 14:19:56,start,0.0
case_0079,C,2025-02-11 07:13:46,A→C,6.704050199091875
case_0080,A,2025-02-13 04:04:51,start,0.0
case_0080,B,2025-02-14 08:38:15,A→B,1.1898622858035703
case_0081,A,2025-02-11 11:40:43,start,0.0
case_0081,C,2025-02-15 23:12:39,A→C,4.480502674034392
case_0081,B,2025-02-17 01:48:53,C→B,1.1084967206922247
case_0081,C,2025-02-19 19:47:29,B→C,2.749034390740807
case_0081,B,2025-02-22 21:02:06,C→B,3.0518162432358853
case_0081,C,2025-02-25 05:10:01,B→C,2.3388268662654124
case_0081,B,2025-03-05 19:14:24,C→B,8.586378702119081
case_0081,C,2025-03-08 02:18:13,B→C,2.2943144270259985
case_0081,D,2025-03-08 05:55:28,C→D,0.1508665990235727
case_0082,A,2025-01-22 02:08:50,start,0.0
case_0082,C,2025-01-23 11:58:09,A→C,1.4092491396793845
case_0082,B,2025-01-28 07:25:26,C→B,4.810608898513459
case_0082,A,2025-01-30 04:52:48,B→A,1.894003481657914
case_0082,C,2025-02-06 05:40:00,A→C,7.032780771661159
case_0082,D,2025-02-09 20:40:36,C→D,3.625421863076191
case_0083,A,2025-01-05 06:19:09,start,0.0
case_0083,B,2025-01-05 14:05:01,A→B,0.3235174488150854
case_0083,D,2025-01-08 13:59:38,B→D,2.9962719035807206
case_0084,A,2025-01-22 08:16:22,start,0.0
case_0084,B,2025-01-22 19:27:59,A→B,0.4664093440036311
case_0084,C,2025-01-24 16:59:26,B→C,1.8968339499905364
case_0084,D,2025-01-25 04:34:18,C→D,0.4825503472997763
case_0085,A,2025-02-06 02:05:13,start,0.0
case_0085,B,2025-02-08 07:17:12,A→B,2.2166550326346277
case_0085,D,2025-02-13 18:35:25,B→D,5.470978965351688
case_0086,A,2025-01-23 13:45:42,start,0.0
case_0086,B,2025-01-24 13:05:17,A→B,0.9719395235962687
case_0086,D,2025-01-25 18:17:44,B→D,1.2169744930918023
case_0087,A,2025-02-02 06:19:52,start,0.0
case_0087,C,2025-02-11 23:43:26,A→C,9.724693588534763
case_0087,D,2025-02-16 13:03:42,C→D,4.555749092894024
case_0088,A,2025-01-09 04:10:52,start,0.0
case_0088,B,2025-01-09 10:21:38,A→B,0.25747463993106834
case_0088,D,2025-01-14 19:40:57,B→D,5.388417205580214
case_0089,A,2025-02-13 14:50:49,start,0.0
case_0089,B,2025-02-14 06:31:39,A→B,0.6533538488238256
case_0089,C,2025-02-18 12:48:50,B→C,4.261933726758137
case_0089,D,2025-02-19 02:17:42,C→D,0.561717228661962
case_0090,A,2025-01-06 08:18:12,start,0.0
case_0090,B,2025-01-09 04:27:45,A→B,2.839967519139634
case_0090,C,2025-01-12 17:39:20,B→C,3.549709329394659
case_0091,A,2025-02-05 02:31:23,start,0.0
case_0091,B,2025-02-06 06:25:13,A→B,1.1623839248108692
case_0092,A,2025-02-14 15:48:52,start,0.0
case_0092,B,2025-02-19 10:41:58,A→B,4.786881826435391
case_0092,C,2025-02-20 17:01:39,B→C,1.2636675248110638
case_0092,D,2025-02-26 01:12:03,C→D,5.340554524298251
case_0093,A,2025-01-05 17:34:56,start,0.0
case_0093,B,2025-01-06 22:14:11,A→B,1.1939227978465794
case_0093,C,2025-01-10 17:59:18,B→C,3.8229924434607723
case_0093,B,2025-01-10 23:44:25,C→B,0.23967321765181904
case_0093,C,2025-01-12 04:53:57,B→C,1.2149531086467285
case_0093,D,2025-02-08 16:36:33,C→D,27.487908285069278
case_0094,A,2025-01-24 09:26:29,start,0.0
case_0094,B,2025-01-25 15:34:41,A→B,1.2557038445897464
case_0095,A,2025-01-25 05:28:58,start,0.0
case_0095,B,2025-01-27 23:28:42,A→B,2.7498165828218584
case_0095,D,2025-02-15 06:35:06,B→D,18.29610314730881
case_0096,A,2025-01-10 02:56:57,start,0.0
case_0096,B,2025-01-11 15:12:36,A→B,1.5108604142144297
case_0096,A,2025-01-12 21:55:41,B→A,1.279920629515032
case_0096,B,2025-01-13 19:39:54,A→B,0.9057040669939784
case_0096,A,2025-01-15 15:46:32,B→A,1.8379483259940734
case_0096,C,2025-01-19 17:13:03,A→C,4.060083213591128
case_0096,D,2025-01-19 17:27:01,C→D,0.009693820822537447
case_0097,A,2025-01-19 18:17:25,start,0.0
case_0097,B,2025-01-30 14:08:24,A→B,10.827063214137816
case_0097,C,2025-02-04 05:03:59,B→C,4.621936636494915
case_0097,B,2025-02-05 18:04:39,C→B,1.5421291793844638
case_0097,C,2025-02-07 18:48:43,B→C,2.030596522255827
case_0097,B,2025-02-08 15:28:30,C→B,0.8609643971396004
case_0097,D,2025-02-12 23:23:56,B→D,4.3301623091630255
case_0098,A,2025-01-06 19:47:31,start,0.0
case_0098,B,2025-01-13 13:42:33,A→B,6.7465459297546
case_0099,A,2025-01-12 10:23:47,start,0.0
case_0099,B,2025-01-14 21:21:38,A→B,2.4568475047361744
case_0099,D,2025-01-31 08:19:19,B→D,16.456716351595006
case_0100,A,2025-02-24 20:51:06,start,0.0
case_0100,C,2025-02-27 18:01:34,A→C,2.882266481562699
case_0100,B,2025-03-02 00:28:35,C→B,2.268761452983378
case_0100,A,2025-03-04 17:48:43,B→A,2.7223117375958363
case_0100,B,2025-03-06 10:59:25,A→B,1.715771056392061
case_0100,C,2025-03-09 13:03:35,B→C,3.0862235485093237
case_0100,D,2025-03-09 22:34:07,C→D,0.3961982316168253
case_0101,A,2025-01-07 17:06:50,start,0.0
case_0101,B,2025-01-08 13:20:20,A→B,0.8427105137570771
case_0101,D,2025-01-13 01:29:22,B→D,4.5062753436023195
case_0102,A,2025-01-05 09:52:25,start,0.0
case_0102,B,2025-01-06 20:54:52,A→B,1.4600324914529315
case_0102,D,2025-01-11 15:41:00,B→D,4.782040084033544
case_0103,A,2025-01-03 16:35:20,start,0.0
case_0103,B,2025-01-09 06:26:18,A→B,5.577069905934874
case_0103,D,2025-01-18 14:14:06,B→D,9.324854470667201
case_0104,A,2025-01-16 12:29:53,start,0.0
case_0104,C,2025-01-26 11:23:15,A→C,9.953724939558917
case_0104,B,2025-01-28 05:59:50,C→B,1.775397601318046
case_0104,C,2025-01-31 18:40:46,B→C,3.5284341624260076
case_0104,D,2025-02-04 09:59:35,C→D,3.638060760242464
case_0105,A,2025-02-26 19:11:15,start,0.0
case_0105,C,2025-03-05 01:53:19,A→C,6.279218295718964
