case_id,entry,duration,event,censor_reason,last_state,n_events
case_0177,2025-01-07 14:14:54,5.882077422424948,1,,D,4
case_0178,2025-02-04 06:05:33,14.819244267728216,1,,D,6
case_0179,2025-01-16 09:04:08,6.822428146090427,1,,D,4
case_0180,2025-01-15 20:27:01,12.003617905537325,1,,D,4
case_0181,2025-02-27 20:57:44,5.8135620899399,0,lost,B,2
case_0182,2025-02-06 17:36:55,9.291231158533114,1,,D,4
case_0183,2025-01-31 10:22:51,12.702751958066974,1,,D,3
case_0184,2025-01-11 18:23:06,9.807089056526213,1,,D,4
case_0185,2025-02-04 18:47:13,9.818057537137568,1,,D,5
case_0186,2025-02-28 11:38:50,3.8204752034434177,1,,D,3
case_0187,2025-02-06 18:31:16,19.797933455405747,1,,D,7
case_0188,2025-02-13 05:41:13,10.259364011331616,1,,D,3
case_0189,2025-02-26 12:03:07,4.343353831555689,0,lost,A,1
case_0190,2025-01-25 11:12:34,6.255543047345712,1,,D,3
case_0191,2025-02-13 02:21:06,4.958804965462278,1,,D,3
case_0192,2025-01-23 09:14:45,7.9068512080514415,1,,D,5
case_0193,2025-01-25 16:03:23,32.38789714934977,1,,D,3
case_0194,2025-01-01 10:51:10,18.73718480964058,1,,D,6
case_0195,2025-02-06 11:42:44,12.0348087754191,1,,D,4
case_0196,2025-02-09 08:03:15,26.952198005436536,1,,D,4
case_0197,2025-02-12 09:56:11,1.8184976070125667,0,lost,A,1
case_0198,2025-02-15 21:45:58,10.327459188110192,1,,D,3
case_0199,2025-02-07 23:16:40,17.93372043567195,1,,D,6
case_0200,2025-02-20 13:54:49,39.42026474384627,0,study_end,B,10
case_0201,2025-02-07 03:47:41,42.3375699250182,1,,D,11
case_0202,2025-01-31 22:11:32,3.6576987458241694,0,lost,A,1
case_0203,2025-01-17 01:26:21,14.059149344704611,1,,D,6
case_0204,2025-02-26 20:16:01,8.850238006012873,1,,D,3
case_0205,2025-01-08 11:38:33,16.655113066723125,1,,D,6
case_0206,2025-01-20 05:50:16,6.405595405765276,0,lost,C,3
case_0207,2025-02-26 15:26:00,5.391247290963479,1,,D,3
case_0208,2025-01-26 00:04:42,7.352188286407666,1,,D,6
case_0209,2025-02-06 17:18:35,14.933479649612556,1,,D,3
case_0210,2025-01-31 09:12:15,18.386605754976774,0,lost,C,7
case_0211,2025-01-18 11:08:49,8.61951685792128,1,,D,3
case_0212,2025-01-13 17:23:53,5.528487203930656,1,,D,4
case_0213,2025-02-13 07:06:24,7.204282158322533,1,,D,3
case_0214,2025-01-04 01:09:13,13.418127282953222,1,,D,6
case_0215,2025-01-27 01:21:27,3.292398084910908,1,,D,3
case_0216,2025-01-07 13:26:38,9.926561625609821,0,lost,B,2
case_0217,2025-01-26 16:51:01,13.580214843704965,1,,D,4
case_0218,2025-01-30 05:26:38,23.227007869880484,1,,D,6
case_0219,2025-02-06 00:26:25,7.36434167152377,1,,D,4
case_0220,2025-01-08 07:35:53,2.1455447543807145,1,,D,3
case_0221,2025-01-17 15:52:57,8.741567688422197,1,,D,4
case_0222,2025-01-10 07:07:32,18.606252017832936,1,,D,3
case_0223,2025-01-05 20:27:57,2.830939540981259,1,,D,3
case_0224,2025-02-07 08:30:27,7.2965596148215255,1,,D,7
case_0225,2025-01-09 04:01:36,19.454169424220172,1,,D,10
case_0226,2025-01-02 20:59:49,20.593364696839323,1,,D,5
case_0227,2025-01-02 07:54:39,10.353621335989363,1,,D,5
case_0228,2025-02-23 23:36:50,7.858266633880838,1,,D,3
case_0229,2025-01-20 19:23:47,2.008552575685172,1,,D,4
case_0230,2025-02-18 10:23:32,15.032493434053173,1,,D,3
case_0231,2025-01-11 08:27:42,12.843613514538099,1,,D,3
case_0232,2025-01-03 19:05:48,30.15616995599708,1,,D,11
case_0233,2025-01-18 12:27:02,14.283913082507187,0,lost,C,4
case_0234,2025-03-01 21:55:28,11.877399821782246,1,,D,3
case_0235,2025-02-12 08:23:24,7.272889685849401,1,,D,5
case_0236,2025-01-12 05:54:56,7.451387062008472,1,,D,3
case_0237,2025-02-26 22:49:14,5.6547188752705235,0,lost,B,2
case_0238,2025-02-11 06:02:41,30.47841681779039,1,,D,7
case_0239,2025-02-03 06:07:59,16.871106778260962,1,,D,4
case_0240,2025-02-17 06:54:53,16.931738997095906,1,,D,6
case_0241,2025-01-21 21:05:05,21.544956750368446,1,,D,5
case_0242,2025-01-06 16:33:06,18.23191355048618,1,,D,3
case_0243,2025-01-17 17:33:31,1.8142717370532375,1,,D,4
case_0244,2025-01-14 17:59:39,11.12593113948794,1,,D,5
case_0245,2025-02-06 08:15:03,17.81960860458882,1,,D,7
case_0246,2025-02-10 11:57:54,7.719228302543092,1,,D,3
case_0247,2025-02-18 00:05:31,12.300322647455406,1,,D,5
case_0248,2025-02-16 11:53:40,19.871091229722182,1,,D,3
case_0249,2025-01-27 18:26:40,22.16546421673059,1,,D,6
case_0250,2025-02-13 18:43:54,34.90158950564319,1,,D,9
case_0251,2025-01-10 06:19:38,34.331358870527666,1,,D,8
case_0252,2025-02-09 10:42:46,5.757840470546305,1,,D,3
case_0253,2025-01-23 19:05:35,1.183912946886513,0,lost,A,1
case_0254,2025-02-28 22:59:54,5.576305961670067,1,,D,3
case_0255,2025-01-16 22:12:33,27.826225030224464,1,,D,5
case_0256,2025-02-05 06:20:58,12.358609509345339,0,lost,B,2
case_0257,2025-02-12 08:44:11,6.451214572793641,1,,D,4
case_0258,2025-01-17 03:12:55,8.08899052094406,1,,D,4
case_0259,2025-01-14 06:45:13,21.96789914386106,1,,D,5
case_0260,2025-02-17 10:13:01,8.268819294477899,1,,D,3
case_0261,2025-01-14 06:01:21,3.361931658561236,1,,D,3
case_0262,2025-01-23 05:13:59,11.26344092743795,1,,D,4
case_0263,2025-01-02 10:09:44,13.26449730735254,1,,D,7
case_0264,2025-02-23 09:24:04,12.575525509596467,1,,D,9
case_0265,2025-01-02 06:55:42,2.1276924969146696,1,,D,3
case_0266,2025-02-15 19:58:45,22.831404538064465,1,,D,6
case_0267,2025-02-14 19:38:31,11.440646862501714,1,,D,5
case_0268,2025-01-21 17:18:31,4.553673767358914,1,,D,4
case_0269,2025-02-20 15:07:39,5.9010249795002325,1,,D,3
case_0270,2025-01-23 17:44:14,4.988364105520924,0,lost,A,1
case_0271,2025-01-30 17:06:24,11.297449891245735,1,,D,4
case_0272,2025-02-02 23:12:30,7.497392326500501,1,,D,4
case_0273,2025-02-07 03:46:58,25.623067635754673,1,,D,4
case_0274,2025-02-25 16:28:45,2.3001462815572085,1,,D,4
case_0275,2025-02-21 20:31:25,9.94005457095474,1,,D,4
case_0276,2025-01-02 08:12:00,7.583658771911194,1,,D,4
case_0277,2025-02-14 22:31:32,10.058514957669534,1,,D,4
case_0278,2025-02-18 11:01:26,18.759712427830145,1,,D,7
case_0279,2025-02-07 14:25:52,43.41890503713144,0,lost,C,7
case_0280,2025-01-01 21:27:56,8.959752219610468,1,,D,3
case_0281,2025-02-10 23:10:03,21.433589446919843,1,,D,10
case_0282,2025-01-08 12:17:03,11.72749888804593,0,lost,C,3
case_0283,2025-02-04 05:00:50,15.120807231755716,1,,D,4
case_0284,2025-01-11 03:59:19,17.588121872337368,1,,D,5
case_0285,2025-01-25 13:06:51,22.464006174230136,1,,D,4
case_0286,2025-02-21 07:09:53,20.70923347191721,1,,D,5
case_0287,2025-02-24 14:12:37,12.51255137543707,1,,D,3
case_0288,2025-02-09 03:16:50,3.2822144141538834,1,,D,3
case_0289,2025-01-18 14:33:04,2.737262252340331,1,,D,4
case_0290,2025-02-28 11:59:58,18.40441322668159,1,,D,5
case_0291,2025-01-03 18:26:00,5.4928694052114455,1,,D,4
case_0292,2025-01-24 18:13:50,7.5131702614599565,1,,D,4
case_0293,2025-02-01 06:33:26,11.839893730607546,1,,D,5
case_0294,2025-02-03 18:09:10,29.161239500449792,1,,D,3
case_0295,2025-01-07 12:04:08,43.06988107993905,1,,D,10
case_0296,2025-01-17 07:29:34,8.539844645504026,1,,D,4
case_0297,2025-03-01 02:52:06,0.13875859314550165,0,lost,A,1
case_0298,2025-01-08 04:53:44,32.44041568729573,1,,D,5
case_0299,2025-02-09 04:16:39,4.282756906633951,1,,D,3
case_0300,2025-01-26 07:55:42,5.703008155294061,1,,D,3
case_0301,2025-01-25 21:42:44,20.346281804095174,1,,D,3
case_0302,2025-02-05 14:51:14,13.343414576044589,1,,D,3
case_0303,2025-01-20 10:11:33,11.742616134891744,1,,D,4
case_0304,2025-02-16 16:40:23,14.664912431612635,1,,D,3
case_0305,2025-01-22 07:50:52,9.373950474065026,1,,D,4
case_0306,2025-01-15 15:44:44,10.677231295004482,1,,D,5
case_0307,2025-01-06 19:22:50,11.643448746625378,1,,D,5
case_0308,2025-03-01 11:08:31,8.37148077068532,0,lost,C,3
case_0309,2025-02-23 01:52:31,11.792225541827287,1,,D,5
case_0310,2025-02-16 10:29:59,13.294643926047604,0,lost,B,2
case_0311,2025-01-07 20:47:49,6.075772716289851,1,,D,3
case_0312,2025-01-14 00:27:48,20.96027299653882,1,,D,7
case_0313,2025-01-05 04:03:36,26.679415079167246,1,,D,7
case_0314,2025-01-27 03:19:26,17.371487905839782,0,lost,B,2
case_0315,2025-02-02 00:21:11,13.5736237606962,1,,D,3
case_0316,2025-02-02 13:11:24,1.26151233990115,0,lost,A,1
case_0317,2025-02-08 06:43:52,23.143112961471893,0,lost,B,4
case_0318,2025-02-20 07:25:35,15.309620935259847,1,,D,4
case_0319,2025-02-05 20:18:47,27.748245141633063,0,lost,C,7
case_0320,2025-02-07 15:38:31,25.347957184814017,1,,D,11
case_0321,2025-02-21 14:46:23,7.369039849283146,0,lost,C,2
case_0322,2025-01-16 13:07:59,25.557336693371344,1,,D,4
case_0323,2025-01-20 02:22:40,2.1793880370632825,1,,D,4
case_0324,2025-01-15 22:06:27,4.7314436416324765,0,lost,B,3
case_0325,2025-02-05 10:14:54,8.843710661092903,1,,D,4
case_0326,2025-02-06 22:07:38,19.440782702564533,0,lost,B,2
case_0327,2025-01-07 09:07:28,27.842414450546336,0,lost,C,3
case_0328,2025-02-28 18:06:57,10.44474103518537,1,,D,6
case_0329,2025-01-20 08:41:00,9.858905671806134,1,,D,3
case_0330,2025-01-07 22:36:58,8.125349098684104,1,,D,4
case_0331,2025-02-05 11:42:44,7.401200977218451,1,,D,3
case_0332,2025-02-25 10:03:33,20.757620585986572,0,lost,C,6
case_0333,2025-01-13 05:52:18,8.29097481830438,1,,D,5
case_0334,2025-02-09 09:15:36,11.913180670268389,1,,D,5
case_0335,2025-01-05 10:07:45,18.411809648174803,1,,D,6
case_0336,2025-02-01 19:57:19,18.137831555177524,1,,D,3
case_0337,2025-01-29 10:59:03,17.2278540505577,1,,D,8
case_0338,2025-02-17 05:01:18,21.472300305867655,1,,D,3
case_0339,2025-01-24 10:07:08,46.5206596897641,1,,D,13
case_0340,2025-02-05 03:10:13,14.900661446071172,1,,D,5
case_0341,2025-01-02 13:47:13,4.498905288642175,1,,D,4
case_0342,2025-02-11 19:24:01,20.57601253434603,1,,D,3
case_0343,2025-03-01 04:22:55,6.955534326869262,0,lost,A,1
case_0344,2025-02-03 12:38:11,7.1138019861133035,1,,D,3
case_0345,2025-02-17 18:25:19,12.275860248141907,1,,D,3
case_0346,2025-02-12 21:46:28,25.846265263269473,1,,D,6
case_0347,2025-02-20 20:47:31,10.264544451923022,1,,D,3
case_0348,2025-01-12 20:34:51,21.32785266993851,1,,D,4
case_0349,2025-02-15 05:42:46,23.04494833233155,0,lost,C,5
case_0350,2025-01-30 09:21:03,15.659601641972166,1,,D,5
case_0351,2025-02-12 18:14:19,18.373072261886886,0,lost,C,11
case_0352,2025-02-25 06:27:46,7.913201103504557,1,,D,3
case_0353,2025-01-30 01:04:38,14.28142569367693,0,lost,B,4
case_0354,2025-01-18 17:56:52,10.120759150630398,1,,D,3
case_0355,2025-02-26 09:45:27,6.867191652290459,0,lost,A,3
case_0356,2025-02-27 08:00:33,11.225271630878543,1,,D,4
case_0357,2025-02-27 03:52:22,15.172279716331703,1,,D,5
case_0358,2025-02-16 11:18:19,9.06748751233815,1,,D,3
case_0359,2025-02-12 15:30:44,13.83416706213044,1,,D,5
case_0360,2025-01-28 05:16:48,11.815196251754518,1,,D,3
case_0361,2025-02-15 21:44:08,9.5021387839149,1,,D,3
case_0362,2025-02-05 04:54:08,15.521210109941862,1,,D,4
case_0363,2025-02-16 15:39:23,7.149221666872687,1,,D,3
case_0364,2025-01-25 13:09:04,25.31295955397696,1,,D,9
case_0365,2025-01-22 16:44:10,21.683307817769226,1,,D,5
case_0366,2025-02-25 14:15:09,18.385848960935004,1,,D,3
case_0367,2025-02-07 03:02:02,7.951699490931573,1,,D,4
case_0368,2025-01-03 05:45:50,11.265603433448991,1,,D,3
case_0369,2025-02-23 15:26:29,27.701443733946675,0,lost,C,7
case_0370,2025-02-01 07:07:09,11.691775651532648,0,lost,C,3
case_0371,2025-01-11 06:51:43,18.742958368664727,1,,D,3
case_0372,2025-01-29 17:27:12,11.055474173165567,1,,D,3
case_0373,2025-02-15 00:59:59,9.257216056152986,1,,D,3
case_0374,2025-01-22 11:56:42,9.390288180079978,1,,D,3
case_0375,2025-01-06 08:10:28,1.6821053386420002,0,lost,A,1
case_0376,2025-01-11 12:07:59,3.1569292839131187,0,lost,B,2
case_0377,2025-01-12 23:46:06,3.8630518104288782,1,,D,3
case_0378,2025-02-21 17:55:18,0.29957487277892136,0,lost,A,1
case_0379,2025-02-19 17:09:14,7.989840456142031,1,,D,4
case_0380,2025-01-15 09:37:52,21.00807448215188,1,,D,3
case_0381,2025-02-20 08:17:29,11.75235254317933,1,,D,3
case_0382,2025-01-07 08:14:27,15.58852224596217,1,,D,4
case_0383,2025-01-24 19:32:22,4.21859047685845,1,,D,4
case_0384,2025-02-19 23:55:26,8.262459556591423,1,,D,3
case_0385,2025-02-17 09:57:56,8.336490319558903,1,,D,3
case_0386,2025-02-25 23:14:32,8.999618650540734,1,,D,3
case_0387,2025-01-11 15:55:07,4.329193732839579,1,,D,3
case_0388,2025-01-13 19:36:36,14.027004508317132,0,lost,B,7
case_0389,2025-01-19 01:43:52,9.479777567719859,1,,D,3
case_0390,2025-02-17 17:59:54,17.440082814206388,0,lost,C,3
case_0391,2025-02-12 03:45:53,7.564962649694876,1,,D,4
case_0392,2025-01-14 07:20:56,10.465565038608002,1,,D,4
case_0393,2025-02-25 04:34:01,3.5531434441655256,1,,D,3
case_0394,2025-02-01 05:17:29,21.109704885742076,1,,D,9
case_0395,2025-03-01 00:58:15,16.070646258002256,1,,D,3
case_0396,2025-02-03 15:05:51,1.6225115667530643,0,lost,B,2
case_0397,2025-01-11 17:02:57,4.5373904255664685,1,,D,3
case_0398,2025-01-29 14:38:15,18.45741431608363,1,,D,6
case_0399,2025-01-31 16:08:39,12.388828007943074,1,,D,3
case_0400,2025-01-05 13:49:05,64.95547248674833,1,,D,10
case_0401,2025-01-03 10:43:49,46.16564066772424,1,,D,7
case_0402,2025-01-19 13:14:45,29.129043025683337,1,,D,6
case_0403,2025-02-22 17:50:09,9.41067734290555,1,,D,3
case_0404,2025-01-30 02:31:46,19.831893226755877,1,,D,5
case_0405,2025-02-21 06:30:41,4.20152724924768,1,,D,3
case_0406,2025-02-08 22:09:44,7.9199743094373325,1,,D,3
case_0407,2025-01-29 04:11:59,24.211073065659335,0,lost,C,5
case_0408,2025-02-04 03:33:04,17.047813156800515,1,,D,3
case_0409,2025-02-15 03:40:03,44.84718698418828,0,study_end,C,3
case_0410,2025-02-12 22:17:01,3.378141875914397,0,lost,B,2
case_0411,2025-01-28 02:39:28,8.570735875751947,1,,D,3
case_0412,2025-01-10 17:54:50,8.658718179035077,1,,D,6
case_0413,2025-01-21 23:14:22,4.413960838850568,1,,D,3
case_0414,2025-01-22 01:11:57,7.366657175461198,0,lost,A,1
case_0415,2025-02-09 15:33:06,5.864787604200652,1,,D,3
